CERT,STNAME,DOCKET,ACTIVE,ADDRESS,ASSET,CITY,COUNTY,DEP,INACTIVE,NAME,NEWCERT,ROA,ROAQ,ROE,ROEQ,ZIP
20038,New Jersey,10608,0,80 West Plaza Two,1566192,Saddle Brook,Bergen,1233810,1,Interchange Bank,18409,0.246304389,-2.53,2.02,-20.84,7663
20043,Washington,0,0,1200 Second Avenue,,Seattle,King,,1,Pioneer Mutual Savings Bank,19776,,,,,98101
20054,Illinois,0,0,925 Shooting Park Road,58150,Peru,La Salle,50938,1,Citizens First National Bank of Peru,3731,0.794978071,0.87,7.54,8.11,61354
20063,Illinois,0,0,4048 East State Street,22911,Rockford,Winnebago,20159,1,United Bank of Rockford,16349,0.151819068,-1.58,2.49,-26.4,61108
20074,New Hampshire,0,0,295 Main Street,,Nashua,Hillsborough,,1,The Colonial Bank,20155,,,,,3060
20079,New Jersey,0,0,80 Chestnut Ridge Road,,Montvale,Bergen,,1,United Jersey Bank/North,547,,,,,7645
20083,Illinois,0,0,6400 West Main Street,174114,Belleville,St. Clair,149920,1,Mark Twain Illinois Bank,18159,1.169912175,0.83,10.76,7.65,62223
20087,Missouri,0,0,Main Street,9264,Camden County,Camden,9199,1,Lakeland State Bank,27331,-5.907498248,-1.78,-452.01,-437.33,65079
20090,Florida,0,0,18201 Northeast 19th Avenue,,North Miami Beach,Miami-Dade,,1,Great American Bank of North Miami Beach,3577,,,,,33162
20095,Washington,3653,0,"955 Tacoma Avenue, South",146860,Tacoma,Pierce,132910,1,State Mutual Savings Bank,9575,-2.069184988,-2.07,-44.7,-44.7,98401
20097,Georgia,0,0,300 South Thornton Avenue,,Dalton,Whitfield,,1,The Citizens and Southern Bank of Dalton,2155,,,,,30720
20104,California,0,0,24417 Rockfield Boulevard,,El Toro,Orange,,1,Mission Bank,18345,,,,,92630
23813,Florida,0,0,95 South Federal Highway,33140,Boca Raton,Palm Beach,20263,1,"Bank of Boston - Florida, National Association",2558,2.670863177,2.67,7.68,7.68,33432
23839,Colorado,11611,0,10288 West Chatfield Avenue,26114,Littleton,Jefferson,18939,1,The Ken-Caryl Bank,3011,0.162813416,-4.36,2.4,-72.18,80127
23840,Missouri,0,0,13001 Tesson Ferry Road,27198,St. Louis County,St. Louis,24745,1,"Mercantile Bank of South County, National Association",1085,-0.446314189,0.14,-4.77,1.62,63128
23879,California,0,0,7777 Center Avenue,148861,Huntington Beach,Orange,131917,1,Liberty National Bank,20676,1.835878346,1.84,20.8,20.8,92647
23889,Texas,0,0,4849 Greenville Avenue,29744,Dallas,Dallas,27370,1,"The Energy Bank, National Association",26264,-19.77419044,-19.77,-614.83,-614.83,75206
23965,Texas,0,0,Highway 67 And Farm Road 991,19749,Redwater,Bowie,18185,1,"First Bank and Trust, Redwater",18052,0.751715005,1.14,12.56,18.16,75573
24006,Texas,0,0,616 Fm 1960 West,63556,Harris County,Harris,59102,1,"Texas Commerce Bank - Cypress Station, National Association",3263,-0.418770586,-0.42,-7.38,-7.38,77290
24029,Delaware,0,0,One Penn'S Way,4628880,New Castle,New Castle,2291814,1,Citibank (Delaware),7213,1.794102718,2.61,8.4,12.15,19720
24052,Ohio,0,0,420 Madison Avenue,,Toledo,Lucas,,1,AmeriTrust Company of Toledo,746,,,,,43604
24060,Texas,0,0,3005 Highway 121,51078,Bedford,Tarrant,46988,1,Bedford National Bank,3233,0.7944568,0.84,11.3,11.68,76021
24071,Texas,0,0,13630 Fm 624,22432,Corpus Christi,Nueces,23243,1,First National Bank of Corpus Christi Western,18623,-6.293311845,-10.24,0,0,78410
24072,Texas,0,0,2908 Trinity Mills,21440,Carrollton,Dallas,20687,1,City National Bank of Carrollton,25901,-4.971588866,1.72,-139.35,60.74,75006
24096,Colorado,11113,0,5105 South Dtc Parkway,529532,Greenwood Village,Arapahoe,477913,1,FirstBank of Tech Center,18714,1.561174315,1.78,19.17,20.9,80155
24101,Colorado,9115,0,1375 Walnut Street,72693,Boulder,Boulder,59302,1,Vectra Bank of Boulder,22656,0.574797849,0.35,11.11,5.37,80302
24116,Florida,0,0,8102 West Oakland Park Boulevard,8170,Sunrise,Broward,7487,1,Carney Bank of Broward County,26269,-6.063348416,-6.06,-77.12,-77.12,33321
24122,California,0,0,115 Calle De Industrias,74907,San Clemente,Orange,66473,1,Mariners Bank,20676,0.785883534,0.66,8.24,6.62,92672
24161,Colorado,0,0,4100 Mississippi Avenue,7799,Glendale,Arapahoe,7696,1,Commonwealth Bank,91393,-1.23342584,-1.23,-444.44,-444.44,80222
24178,California,9450,0,500 Esplanade Drive,192755,Oxnard,Ventura,171565,1,Ventura County National Bank,17281,0.875816596,1.45,8.83,14.37,93030
24182,Texas,0,0,2408 North Big Spring,186208,Midland,Midland,156711,1,Texas National Bank of Midland,33843,0.184525238,0.73,2,6.51,79702
24187,Nebraska,0,0,100 West Fletcher Avenue,12233,Lincoln,Lancaster,10824,1,First National Bank,13421,-0.032335426,0.53,-0.3,4.88,68521
24191,California,11979,0,1200 Saratoga-Sunnyvale Road,142129,Saratoga,Santa Clara,103697,1,Saratoga National Bank,23881,0.96370781,-0.12,9.75,-1.17,95070
24196,Texas,0,0,1001 West Via Maria Road,22675,Bryan,Brazos,23845,1,Western National Bank,11549,-16.80220846,-36.74,-5515.1,0,77805
24204,California,0,0,24525 Alessandro Boulevard,22714,Moreno Valley,Riverside,18351,1,Cal-West National Bank,23996,0.480054863,-0.05,2.59,-0.28,92337
24209,Nebraska,0,0,2845 South 140th Street,33961,Omaha,Douglas,30110,1,Nebraska National Bank,13904,0.622645034,0.63,6.05,5.95,68137
24217,Alabama,0,0,100 West Main Street,17977,Powell,De Kalb,15395,1,Bank of Powell,20972,2.276033514,2.25,16.77,16.1,35971
24239,Oregon,0,0,1049 North Coast Highway,7802,Newport,Lincoln,5298,1,Newport State Bank,23648,0.334774725,0.51,1.07,1.79,97365
24242,Missouri,0,0,148 East Main Street,34814,Fredericktown,Madison,34238,1,First Exchange Bank of Madison County,20253,-13.94828752,-13.95,-549.43,-549.43,63645
24254,Colorado,0,0,8901 East Hampden Avenue,33663,Denver,Denver,31196,1,"FirstBank of Denver, National Association",24096,2.392454145,2.13,38.82,31.87,80224
24267,California,0,0,1620 Fifth Avenue,156519,San Diego,San Diego,143642,1,Bank of Southern California,23634,0.433525093,0.7,5.56,9,92138
24295,Texas,0,0,8851 Highway 80 West,34013,Fort Worth,Tarrant,35168,1,Western National Bank of Texas,16593,-14.88917812,-18.68,0,0,76116
24319,California,0,0,540 Wall Street,75136,Auburn,Placer,67151,1,"The Bank of Commerce, National Association",21166,1.000712266,1.01,10.44,10.6,95603
24327,New Mexico,0,0,770 St. Michaels Drive,23961,Santa Fe,Santa Fe,21966,1,"United New Mexico Bank at Santa Fe, National Association",15828,0.293178709,0.86,3.91,11.16,87502
24337,Texas,9381,0,Five Riverway,691541,Houston,Harris,522046,1,Riverway Bank,23346,0.445144886,-0.3,7.69,-5.01,77056
24340,Texas,0,0,1501 West University Boulevard,27607,Odessa,Ector,24864,1,Bank of the West,15466,1.861849668,1.87,19.19,19.65,79760
24352,Texas,0,0,1919 Woodall Rodgers Freeway,54779,Dallas,Dallas,46928,1,"Grand Bank - Woodall Rodgers, National Association",24884,-1.910970578,-2.23,-23.81,-27.56,75221
24361,Texas,0,0,10999 Interstate Highway 10 West,54177,San Antonio,Bexar,51888,1,"MBank San Antonio North, National Association",5509,-0.354109226,-0.35,-8.73,-10.08,78279
24364,Louisiana,10047,0,535 Kirby Street,86166,Lake Charles,Calcasieu,76683,1,National Bank of Commerce of Lake Charles,4306,1.002773877,1,10.74,10.74,70602
24366,Colorado,0,0,8441 West Bowles Avenue,55711,Jefferson County,Jefferson,52450,1,Colorado National Bank-Southwest,3010,0.52959258,0.57,10.32,11.12,80123
24380,California,15856,0,7060 North Fresno Street,231463,Fresno,Fresno,203473,1,Regency Bank,20852,2.054227576,1.92,22.82,20.62,93704
24422,Texas,13183,0,210 North Houston Street,42427,Bullard,Smith,35328,1,First National Bank,3276,-0.021394906,-0.07,-0.22,-0.55,75757
24429,Illinois,0,0,1501 Woodfield Road,71964,Schaumburg,Cook,66187,1,Northern Trust Bank/Woodfield,17935,0.25023303,0.17,4.18,2.98,60194
24445,Arizona,0,0,7401 East Camelback,210179,Scottsdale,Maricopa,159746,1,Western Security Bank,23473,-0.557328282,-0.56,-3.21,-3.21,85251
24458,California,0,0,206 East Anapamu Street,1504786,Santa Barbara,Santa Barbara,731866,1,Northern Trust Bank of California National Association,24185,1.192530417,1.27,12.23,13.2,93101
24500,Colorado,15561,0,2415 F Road,66030,Grand Junction,Mesa,59584,1,Bank of Grand Junction,3511,0.912457414,0.8,10.84,8.95,81505
24501,Texas,15764,0,"13760 Noel Road, Suite 100",183009,Dallas,Dallas,159072,1,Provident Bank - Dallas,19080,1.745359188,1.75,14.89,14.89,75240
24505,North Carolina,0,0,402 East Main Street,507639,Lincolnton,Lincoln,434926,1,Lincoln Bank of North Carolina,4886,1.456508202,1.46,17.98,17.98,28092
24508,South Dakota,0,0,1400 North Avenue,16100,Spearfish,Lawrence,15152,1,Mountain Plains Bank,26773,-0.563207836,-0.56,-10.32,-10.32,57783
24555,Maryland,0,0,7126 Wisconsin Avenue,25105,Bethesda,Montgomery,22427,1,Bank of Maryland - Montgomery County,26477,-8.449782552,-16.48,-66.3,-137.53,20814
24565,California,0,0,501 Avenida De La Estrella,42672,San Clemente,Orange,40510,1,"Mission Valley Bank, National Association",24452,-3.462485319,-2.34,-261.88,-786.78,92672
24573,Florida,0,0,8200 N.W. 103rd Street,20523,Hialeah Gardens,Miami-Dade,19722,1,"Tower Bank, National Association",23670,-5.735348583,-4.85,-115.16,-118.93,33010
24575,Colorado,13302,0,231 Silver Street,33911,Lake City,Hinsdale,30588,1,First National Bank of Lake City & Creede,27026,0.210877779,0.21,2.28,2.28,81235
24610,West Virginia,0,0,U.S. Highway 52 And Riverside Drive,24794,Welch,Mcdowell,22599,1,"Ameribank, Welch, West Virginia, Inc.",6782,1.038273786,0.02,12.88,0.2,24801
24635,Kentucky,0,0,100 Rebel Road,28494,Nicholasville,Jessamine,26163,1,Liberty National Bank of Jessamine,19586,0.310332667,0.15,4.27,2.12,40356
24652,Texas,0,0,"4975 Preston Park Boulevard, Suite 100",58945,Plano,Collin,66130,1,Willow Bend National Bank,32700,-3.718052865,-3.72,0,0,75075
24653,California,0,0,3699 Wilshire Boulevard,9677,Los Angeles,Los Angeles,9391,1,"Wilshire Center Bank, National Association",26610,-6.867981033,-6.87,0,0,90010
24660,Missouri,14627,0,1670 East 63rd Street,52824,Kansas City,Jackson,50250,1,Douglass National Bank,20856,-2.192016035,-1.65,-87.08,-75.83,64110
24668,Missouri,10465,0,407 North Kingshighway,478798,Cape Girardeau,Cape Girardeau,417477,1,Union Planters Bank of Southeast Missouri,26859,1.057338727,0.81,14.74,11.27,63701
24675,California,0,0,"11444 West Olympic Boulevard, Suite 900",110515,Los Angeles,Los Angeles,97268,1,Marathon National Bank,24045,1.588774893,1.63,14.18,14.74,90064
24680,California,0,0,3000 Lakeside Drive,54130,Santa Clara,Santa Clara,49943,1,National InterCity Bank,24735,0.521833919,-0.18,6.52,-2.32,95055
24699,Iowa,12885,0,114 East Jefferson Street,61542,Bloomfield,Davis,54267,1,Liberty Bank & Trust,30341,1.348920863,1.35,17.29,18.07,52537
24704,Louisiana,0,0,701 Cushing Avenue,11848,Kaplan,Vermilion,11945,1,Western National Bank of Louisiana,8143,-5.511707098,-1.41,0,0,70548
24710,Arkansas,13368,0,Chester And Front Streets,22097,Hazen,Prairie,19487,1,Hazen First State Bank,3893,1.12026813,1.12,10.98,10.98,72064
24712,California,0,0,7608 El Camino Real,27348,Carlsbad,San Diego,25072,1,Bank of La Costa,22815,0.63443032,0.69,8.55,9.13,92008
24713,Florida,0,0,1515 North Federal Highway 315,2301,Boca Raton,Palm Beach,0,1,"First Fidelity Trust, National Association, Florida",24007,0,0,0,0,33432
24725,Virginia,0,0,Commerce Avenue And Free Court,30115,Sterling,Loudoun,31002,1,Community Bank & Trust Company of Virginia,33583,-7.02529643,-29.61,-250.86,-4900,22710
24743,Arizona,0,0,2398 East Camelback Road,1369638,Phoenix,Maricopa,915670,1,"Northern Trust Bank, National Association",24185,1.570313335,1.5,17.71,17.2,85016
24786,Nebraska,0,0,126 North 11th Street,51267,Lincoln,Lancaster,44978,1,"First Commerce Savings, Inc.",5429,2.132417396,2.13,21.37,21.37,68508
24795,Florida,0,0,3700 West 12th Avenue,611312,Hialeah,Miami-Dade,545398,1,Ready State Bank,4979,1.264929141,1.3,14.11,14.36,33012
24812,Nebraska,0,0,1204 West Third Street,25620,Alliance,Box Butte,23581,1,Western Bank,33488,0.585889884,0.31,8.11,4.23,69301
24824,Tennessee,15552,0,728 Broad Street,74788,Chattanooga,Hamilton,67306,1,Volunteer Bank and Trust Company of Hamilton County,10307,1.23353502,1.16,15.24,14.52,37402
24832,Nebraska,0,0,8004 South 84th Street,14276,La Vista,Sarpy,13186,1,Brentwood Bank,27528,-0.267701526,0.22,-5.18,3.96,68128
24834,Colorado,0,0,1313 Tremont Place,144,Denver,Denver,0,1,Union National Bank of Colorado,0,-92.30769231,-111.24,-93.12,-112.24,80204
24841,California,0,0,16000 Ventura Boulevard,482562,Encino,Los Angeles,407475,1,First Private Bank & Trust,24811,-0.980924223,-0.98,-8.26,-8.26,91436
24850,Texas,0,0,Main Street,83072,Fort Bend County,Fort Bend,77404,1,"Texas Commerce Bank - Sugarland, National Association",3263,2.383131895,2.51,31.74,34.49,77478
24862,California,0,0,9955 Mission Gorge Road,115468,Santee,San Diego,102038,1,"Cuyamaca Bank, National Association",26426,0.498843945,-0.08,6.27,-0.96,92071
24864,Texas,0,0,3909 West Southwest Loop 323,11049,Tyler,Smith,11173,1,Bank of East Texas,19806,-7.382462279,-7.38,0,0,75701
24866,Missouri,0,0,6004 Missouri Highway 94 South,70295,St. Charles,St. Charles,59860,1,The Bank of St. Charles County,1078,1.053927886,1.05,7.68,7.68,63303
24880,Florida,0,0,51 West Forsyth Street,98108,Jacksonville,Duval,80789,1,NCNB National Bank of Florida,17561,0.601086938,1.15,5.2,9.62,32201
21273,Louisiana,10674,0,270 North Court Street,208241,Opelousas,St. Landry,188462,1,First Acadiana National Bank Opelousas,4291,0.62228188,-2.28,6.96,-24.48,70570
21275,California,0,0,2860 West Sepulveda Boulevard,81608,Torrance,Los Angeles,71807,1,The Torrance National Bank,16945,1.012905068,-0.35,10.25,-3.4,90510
21282,North Carolina,0,0,2405 South Church Street,,Burlington,Alamance,,1,Burlington National Bank,2033,,,,,27215
21289,Texas,0,0,7505 Fannin Street,75521,Houston,Harris,70255,1,"Texas Commerce Bank - Del Oro, National Association",3263,0.262087131,0.26,4.37,4.37,77025
21293,Florida,0,0,333 South Indiana Avenue,408594,Englewood,Sarasota,384834,1,"Barnett Bank of Southwest Florida, National Association",26882,-0.937654588,0.1,-19.32,2.01,33533
21309,Oklahoma,0,0,7123 South Lewis Street,51755,Tulsa,Tulsa,44850,1,United Bank,4213,-0.41687064,-0.6,-6.35,-9.26,74105
21310,Indiana,0,0,913 West Mcclain Avenue,26350,Scottsburg,Scott,23907,1,Indiana First National Bank,14549,0.784871229,0.77,10.31,9.86,47170
21314,Alabama,0,0,744 East Main Street,,Prattville,Autauga,,1,The First National Bank of Autauga County,2782,,,,,36067
21340,Florida,0,0,8250 Miramar Parkway,,Miramar,Broward,,1,First National Bank of Miramar,8014,,,,,33023
21341,Michigan,0,0,301 South Bridge Street,17009,Grand Ledge,Eaton,15622,1,First of America Bank-Grand Ledge,12911,0.948732739,0.82,13.47,11.5,48837
21345,Michigan,0,0,519 South Saginaw Street,353682,Flint,Genesee,292872,1,Michigan National Bank - Mid Michigan,22488,0.826085216,0.95,12.47,14.53,48502
21360,Idaho,0,0,98 West 2nd South,14106,Soda Springs,Caribou,12407,1,Security State Bank,0,0.824270754,-0.35,8.27,-3.2,83276
21364,California,0,0,9255 Sunset Boulevard,,Los Angeles,Los Angeles,,1,The Commercial Bank of California,24332,,,,,90069
21365,California,0,0,630 North La Cienega Boulevard,,Los Angeles,Los Angeles,,1,First Pacific Bank,20816,,,,,90069
21370,Indiana,0,0,301 West U.S. Highway 20,35114,Michigan City,Laporte,32186,1,First of America Bank-Michigan City,4351,-0.681557731,-1.83,-11.21,-30.56,46360
21372,Texas,0,0,4560 Belt Line Road,73368,Addison,Dallas,68269,1,First RepublicBank Addison,23698,-0.345607797,-0.45,-5.87,-7.5,75001
21386,Virginia,0,0,20 Franklin Street,,Petersburg,Petersburg City,,1,Bank of Virginia - Petersburg,11589,,,,,23803
21396,Michigan,0,0,37601 Five Mile Road,121326,Livonia,Wayne,112064,1,Manufacturers Bank of Livonia,5020,1.037592059,1.04,18.57,18.57,48154
21403,Florida,0,0,2829 Tamiami Trail North,,Naples,Collier,,1,"Southeast Bank of Naples, N. A.",20689,,,,,33940
21406,Missouri,0,0,6800 Parker Road,56507,St. Louis County,St. Louis,52173,1,Boatmen's National Bank of North St. Louis County,4564,1.240891026,1.22,20.5,20.47,63033
21407,Florida,0,0,1625 Cape Coral Parkway,49508,Cape Coral,Lee,41277,1,"Southeast Bank of Lee County, National Association",3575,0.656480145,0.66,8.78,8.78,33904
21415,Maryland,0,0,702 Russell Avenue,1076350,Gaithersburg,Montgomery,779598,1,Mercantile Potomac Bank,20347,1.476666189,1.48,13.45,13.45,20877
21446,California,0,0,400 North Irwin,26055,Hanford,Kings,23730,1,Citizens National Bank,23976,0.908109949,0.73,10.69,8.45,93230
21450,Florida,0,0,2020-5 West Pensacola Street,,Tallahassee,Leon,,1,"Flagship American Bank of Tallahassee, Florida",18044,,,,,32302
21452,Connecticut,0,0,180 Fairfield Avenue,,Bridgeport,Fairfield,,1,Union Trust Company of Bridgeport,9230,,,,,6601
21454,Florida,0,0,1640 Gulf-To-Bay Boulevard,,Clearwater,Pinellas,,1,The Exchange National Bank of Pinellas County,18376,,,,,33518
21474,Georgia,0,0,1900 Windy Hill Road,52652,Marietta,Cobb,42921,1,"Bank South, Cobb",9067,2.071639297,2.54,23.84,28.66,30060
21481,Tennessee,0,0,8499 Franklin Road,21366,Brentwood,Williamson,20915,1,Liberty Bank,10313,-13.47568938,-0.98,-473.14,-143.88,37027
21504,Alabama,0,0,711 2nd Avenue S.W.,37161,Cullman,Cullman,33358,1,First Alabama Bank of Cullman,12368,1.757627926,1.79,21.6,21.79,35055
21505,Kansas,0,0,1741 North Hillside Avenue,4700,Wichita,Sedgwick,4474,1,University Bank of Wichita,25819,-4.740737359,-10.7,-116.19,-298.8,67208
21520,Minnesota,0,0,14801 Glazier Avenue,53101,Apple Valley,Dakota,48299,1,Marquette Bank Apple Valley,5205,0.781580872,0.63,9.21,7.47,55124
21528,Illinois,0,0,Bell School Road And Harrison Avenue,60856,Cherry Valley,Winnebago,55681,1,The Valley Bank of Illinois,18545,1.495053863,1.5,19.38,19.38,61016
21534,Illinois,0,0,400 East Diehl Road,46841,Naperville,Dupage,43342,1,Northern Trust Bank/Naperville,20620,-0.396805312,-0.4,-6.94,-6.94,60540
21535,Oklahoma,0,0,108th East Avenue And 31st Street S,172283,Tulsa,Tulsa,156569,1,Security Bank,26718,1.895804826,1.88,24.14,23.25,74145
21547,Michigan,0,0,1500 West Washington Street,10502,Marquette,Marquette,9351,1,Northern Michigan Bank of Marquette,32436,0.881799655,0.12,9.78,1.24,49855
21562,New York,0,0,66 Route 59,29482,Ramapo,Rockland,25309,1,Peoples National Bank of Rockland County,7101,-0.856643933,-1.35,-39.96,-69.62,10952
21571,Mississippi,0,0,West 10th Street & Highway 15 North,69562,Laurel,Jones,63736,1,Bank of Laurel,12442,1.175355565,0.99,15.91,13.49,39440
21581,California,0,0,11 Golden Shore Avenue,241808,Long Beach,Los Angeles,221331,1,Harbor Bank,17281,0.816611908,0.49,11.01,6.92,90802
21582,New Jersey,0,0,100 South Broad Street,22681,Trenton,Mercer,18485,1,Capitol State Bank,26240,-2.055565525,-8.89,-11.8,-50.02,8607
21584,Missouri,0,0,One Harvester Square,87037,St. Charles County,St. Charles,77399,1,"Mark Twain St. Charles County Bank, National Association",22251,0.862049992,1.1,14.52,17.58,63366
21605,Florida,0,0,515 North Flagler Drive,26094,West Palm Beach,Palm Beach,26674,1,Southcoast Bank Corp.,0,-12.32531835,-4.06,0,0,33401
21626,Virginia,0,0,11500 West Broad St,403604,Richmond,Richmond,361717,1,Commerce Bank,849,1.454052611,1.39,15.79,14.93,23233
21632,Maryland,0,0,"1 Church Street, Suite 400",172067,Rockville,Montgomery,139937,1,"Capital Bank, National Association",4843,1.0091286,0.99,14.46,14.03,20850
21639,California,0,0,534 West Sixth Street,,Los Angeles,Los Angeles,,1,Tokai Bank of California,18825,,,,,90014
21645,Indiana,0,0,55 South Highway 31,25900,Austin,Scott,22860,1,Stock Yards Bank & Trust Company,258,-0.281386709,-0.28,-2.28,-2.28,47102
21653,West Virginia,0,0,U.S. Route 11 And State Route 51,,Inwood,Berkeley,,1,South Berkeley National Bank,842,,,,,25428
