Cert,Report_Period,Institution_Name,City,State,Class,Total_Assets,Total_Deposits
7025,20230930,THE DELAWARE NATIONAL BANK OF DELHI,DELHI,NY,N,370403,315307
7031,20230930,THE FIRST NATIONAL BANK OF DRYDEN,DRYDEN,NY,N,222320,207328
7072,20230930,THE FIRST NATIONAL BANK OF LONG ISLAND,GLEN HEAD,NY,N,4215875,3442309
7074,20230930,GLENS FALLS NATIONAL BANK AND TRUST COMPANY,GLENS FALLS,NY,N,3300484,2886804
7085,20230930,THE FIRST NATIONAL BANK OF GROTON,GROTON,NY,N,207744,186479
7123,20230930,JEFF BANK,JEFFERSONVILLE,NY,NM,690200,597687
7151,20230930,THE LYONS NATIONAL BANK,LYONS,NY,N,1873102,1684566
7213,20230930,"CITIBANK, NATIONAL ASSOCIATION",SIOUX FALLS,SD,N,1657372000,721253000
7230,20230930,"NBT BANK, NATIONAL ASSOCIATION",NORWICH,NY,N,13739714,11573438
7274,20230930,WSB MUNICIPAL BANK,WATERTOWN,NY,NM,155585,110519
7356,20230930,CHAMPLAIN NATIONAL BANK,ELIZABETHTOWN,NY,N,471430,402881
7404,20230930,FIRST KEYSTONE COMMUNITY BANK,BERWICK,PA,NM,1317912,1003776
7468,20230930,FIRST COMMONWEALTH BANK,INDIANA,PA,NM,11392581,9292087
7472,20230930,FNCB BANK,DUNMORE,PA,NM,1811489,1502632
7493,20230930,THE EPHRATA NATIONAL BANK,EPHRATA,PA,N,1906088,1664791
7506,20230930,ACNB BANK,GETTYSBURG,PA,NM,2368600,1972054
7514,20230930,PEOPLES SECURITY BANK AND TRUST COMPANY,SCRANTON,PA,NM,3825312,3365291
7526,20230930,THE HONESDALE NATIONAL BANK,HONESDALE,PA,N,963038,835250
7542,20230930,AMERISERV FINANCIAL BANK,JOHNSTOWN,PA,SM,1349325,1131771
7551,20230930,"FULTON BANK, NATIONAL ASSOCIATION",LANCASTER,PA,N,27247055,21585131
7586,20230930,THE LUZERNE BANK,LUZERNE,PA,NM,644770,501025
7590,20230930,THE NATIONAL BANK OF MALVERN,MALVERN,PA,N,212038,185508
7593,20230930,FIRST CITIZENS COMMUNITY BANK,MANSFIELD,PA,SM,2953462,2338146
7599,20230930,JIM THORPE NEIGHBORHOOD BANK,JIM THORPE,PA,SM,251755,231970
7613,20230930,PENNIAN BANK,MIFFLINTOWN,PA,NM,695481,591693
7614,20230930,THE JUNIATA VALLEY BANK,MIFFLINTOWN,PA,NM,861861,757613
7631,20230930,UNB BANK,MOUNT CARMEL,PA,NM,159808,152025
7646,20230930,THE NEFFS NATIONAL BANK,NEFFS,PA,N,460349,373046
7658,20230930,FIRST NATIONAL BANK AND TRUST COMPANY OF NEWTOWN,NEWTOWN,PA,N,1127806,1047441
7659,20230930,NEW TRIPOLI BANK,NEW TRIPOLI,PA,SM,635777,556184
7666,20230930,THE NORTHUMBERLAND NATIONAL BANK,NORTHUMBERLAND,PA,N,660633,591488
7675,20230930,FIRST NORTHERN BANK AND TRUST COMPANY,PALMERTON,PA,SM,988237,875974
7714,20230930,QNB BANK,QUAKERTOWN,PA,NM,1671246,1483333
7759,20230930,UNIVEST BANK AND TRUST CO.,SOUDERTON,PA,SM,7811493,6557405
7789,20230930,THE TURBOTVILLE NATIONAL BANK,TURBOTVILLE,PA,N,184243,152222
7799,20230930,CITIZENS & NORTHERN BANK,WELLSBORO,PA,SM,2470946,2040506
7848,20230930,COMMUNITY BANK,CARMICHAELS,PA,NM,1397195,1250684
7886,20230930,FIRST UNITED NATIONAL BANK,FRYBURG,PA,N,352177,322424
7888,20230930,FIRST NATIONAL BANK OF PENNSYLVANIA,GREENVILLE,PA,N,45596834,35008941
7900,20230930,"NEXTIER BANK, NATIONAL ASSOCIATION",KITTANNING,PA,N,2212766,1858683
7909,20230930,MARION CENTER BANK,INDIANA,PA,NM,392042,358155
7910,20230930,MARS BANK,MARS,PA,NM,518663,473288
7946,20230930,"BNY MELLON, NATIONAL ASSOCIATION",PITTSBURGH,PA,N,30403000,25302000
8011,20230930,SAVINGS BANK OF MENDOCINO COUNTY,UKIAH,CA,NM,1289828,1085468
8018,20230930,GROVE BANK & TRUST,MIAMI,FL,SM,1034565,841696
8021,20230930,CREWS BANK & TRUST,WAUCHULA,FL,NM,2162337,1930222
8028,20230930,MOUNT VERNON BANK,MOUNT VERNON,GA,NM,170053,142534
8033,20230930,CITIZENS TRUST BANK,ATLANTA,GA,SM,697442,617416
8035,20230930,BATH STATE BANK,BATH,IN,NM,291237,265504
8056,20230930,MERCHANTS BANK OF INDIANA,CARMEL,IN,NM,16169863,12805529
8063,20230930,THE NORTH SALEM STATE BANK,NORTH SALEM,IN,NM,614711,553385
8067,20230930,COMMUNITY STATE BANK,BROOK,IN,NM,123090,100105
8074,20230930,THE GARRETT STATE BANK,GARRETT,IN,SM,324582,273524
8083,20230930,FAIRFAX STATE SAVINGS BANK,FAIRFAX,IA,NM,243602,202108
8094,20230930,NSB BANK,MASON CITY,IA,NM,425211,380026
8101,20230930,PRIMEBANK,LE MARS,IA,SM,689918,586278
8108,20230930,NEW CENTURY BANK,BELLEVILLE,KS,SM,51389,40763
8110,20230930,THE STATE BANK OF SPRING HILL,SPRING HILL,KS,NM,64084,61603
8117,20230930,PEOPLES BANK & TRUST COMPANY OF HAZARD,HAZARD,KY,SM,318069,294416
8118,20230930,BANK OF JAMESTOWN,JAMESTOWN,KY,NM,235223,171970
8120,20230930,"MAGNOLIA BANK, INCORPORATED",ELIZABETHTOWN,KY,NM,466705,402197
8121,20230930,SECURITY BANK AND TRUST CO.,MAYSVILLE,KY,NM,69814,58587
8122,20230930,FIRST & PEOPLES BANK AND TRUST COMPANY,RUSSELL,KY,NM,218334,192719
8126,20230930,"COMMONWEALTH COMMUNITY BANK, INC.",HARTFORD,KY,NM,150756,128134
8136,20230930,INDEPENDENCE BANK OF KENTUCKY,OWENSBORO,KY,SM,3656320,3084039
8140,20230930,COLFAX BANKING COMPANY,COLFAX,LA,NM,139254,129182
8141,20230930,SABINE STATE BANK AND TRUST COMPANY,MANY,LA,NM,1244893,1097206
8144,20230930,BANK OF GUEYDAN,GUEYDAN,LA,SM,77843,59892
8149,20230930,FIRST AMERICAN BANK AND TRUST,VACHERIE,LA,NM,1403026,1176415
8152,20230930,CAMBRIDGE TRUST COMPANY,CAMBRIDGE,MA,NM,5451660,4587168
8162,20230930,STATE SAVINGS BANK,FRANKFORT,MI,NM,375195,339629
8165,20230930,HONOR BANK,HONOR,MI,NM,387220,350668
8172,20230930,LAKE-OSCEOLA STATE BANK,BALDWIN,MI,NM,439418,380759
8183,20230930,CITIZENS STATE BANK,ROYAL OAK,MI,SM,222004,199747
8188,20230930,FLAGSHIP BANK MINNESOTA,WAYZATA,MN,NM,324100,290576
8190,20230930,STATE BANK OF LISMORE,LISMORE,MN,NM,61854,49304
8191,20230930,THE FIRST STATE BANK OF RED WING,RED WING,MN,NM,78146,76163
8193,20230930,LAKE COMMUNITY BANK,LONG LAKE,MN,NM,162290,125302
8197,20230930,PORTAGE BANK,BELLEVUE,WA,NM,68217,53910
8200,20230930,CITIZENS BANK MINNESOTA,NEW ULM,MN,NM,584900,502549
8205,20230930,AMERICANA COMMUNITY BANK,SLEEPY EYE,MN,NM,163716,143086
8207,20230930,PRAIRIE SUN BANK,MILAN,MN,NM,123049,87786
8210,20230930,FREEPORT STATE BANK,FREEPORT,MN,NM,158556,145138
8214,20230930,FARMERS STATE BANK OF HAMEL,HAMEL,MN,NM,180635,170707
8218,20230930,FIRST STATE BANK OF SWANVILLE,SWANVILLE,MN,NM,24693,20389
8231,20230930,COPIAH BANK,HAZLEHURST,MS,SM,302974,269732
8232,20230930,BANK OF HOLLY SPRINGS,HOLLY SPRINGS,MS,NM,514860,416027
8234,20230930,RIVERHILLS BANK,VICKSBURG,MS,NM,388278,346904
8235,20230930,PLANTERS BANK & TRUST COMPANY,INDIANOLA,MS,NM,2014058,1632149
8243,20230930,BANK OF ANGUILLA,ANGUILLA,MS,NM,198557,174710
8250,20230930,BANK OF WIGGINS,WIGGINS,MS,NM,191338,173885
8251,20230930,ADRIAN BANK,ADRIAN,MO,SM,171232,153078
8252,20230930,OMB BANK,SPRINGFIELD,MO,SM,1409628,1200314
8255,20230930,MONTGOMERY BANK,SIKESTON,MO,SM,1357530,1041835
8268,20230930,"FARMERS BANK OF LOHMAN, MISSOURI",JEFFERSON CITY,MO,NM,73708,64921
8273,20230930,"UMB BANK, NATIONAL ASSOCIATION",KANSAS CITY,MO,N,41190599,33573832
8274,20230930,EXCHANGE BANK OF NORTHEAST MISSOURI,KAHOKA,MO,SM,212409,193707
8276,20230930,ALTON BANK,ALTON,MO,NM,114894,99343
8282,20230930,FIRST MISSOURI STATE BANK,POPLAR BLUFF,MO,NM,245743,213560
8283,20230930,LEAD BANK,KANSAS CITY,MO,NM,950905,794315
8295,20230930,O'BANNON BANKING COMPANY,BUFFALO,MO,NM,274774,240107
8296,20230930,CENTURY BANK OF THE OZARKS,GAINESVILLE,MO,SM,253544,224496
8317,20230930,FIRST STATE BANK OF FORSYTH,FORSYTH,MT,NM,159439,125169
8321,20230930,STOCKMENS BANK,COLORADO SPRINGS,CO,NM,514875,446382
8322,20230930,NEBRASKA STATE BANK AND TRUST COMPANY,BROKEN BOW,NE,NM,271142,226163
8323,20230930,COMMUNITY STATE BANK,COLON,NE,NM,43989,39898
8333,20230930,FIRST TRI COUNTY BANK,SWANTON,NE,NM,75595,61032
8383,20230930,FIRST STATE BANK OF HARVEY,HARVEY,ND,NM,86211,79757
8386,20230930,KODABANK,DRAYTON,ND,NM,424727,340207
8387,20230930,BANKNORTH,ARTHUR,ND,NM,548572,402813
8390,20230930,LINCOLN STATE BANK,HANKINSON,ND,NM,108696,97491
8397,20230930,THE WATERFORD COMMERCIAL AND SAVINGS BANK,WATERFORD,OH,NM,57087,51063
8403,20230930,THE OTTOVILLE BANK COMPANY,OTTOVILLE,OH,SM,85693,67027
8405,20230930,FARMERS AND MERCHANTS TRUST COMPANY OF CHAMBERSBURG,CHAMBERSBURG,PA,NM,1827377,1578271
8421,20230930,SUSQUEHANNA COMMUNITY BANK,WEST MILTON,PA,NM,570872,518747
8426,20230930,1ST SUMMIT BANK,JOHNSTOWN,PA,NM,1336578,1174555
8432,20230930,ONE BANK OF TENNESSEE,COOKEVILLE,TN,NM,1522887,1408741
8439,20230930,CENTENNIAL BANK,TREZEVANT,TN,NM,694293,596293
8468,20230930,EXCHANGE BANK,SANTA ROSA,CA,NM,3363234,2917695
8487,20230930,CENTRAL STATE BANK,CLAYTON,IL,NM,160368,134003
8491,20230930,SCOTT STATE BANK,BETHANY,IL,NM,208007,180496
8499,20230930,UNION STATE BANK,GREENFIELD,IA,NM,93867,74219
8503,20230930,THE FARMERS STATE BANK,MARCUS,IA,NM,71461,58771
8506,20230930,NEW ALBIN SAVINGS BANK,NEW ALBIN,IA,NM,310493,257818
8507,20230930,SLOAN STATE BANK,SLOAN,IA,NM,68456,65152
8510,20230930,FARMERS TRUST & SAVINGS BANK,EARLING,IA,NM,134565,120925
8511,20230930,CRAWFORD COUNTY TRUST AND SAVINGS BANK,DENISON,IA,NM,265827,239001
8513,20230930,STATE SAVINGS BANK,RAKE,IA,NM,79842,68263
8519,20230930,WHITE STATE BANK,SOUTH ENGLISH,IA,NM,91030,82900
8522,20230930,FIRST STATE BANK,BRITT,IA,NM,123370,104523
8527,20230930,CONCORDIA BANK & TRUST COMPANY,VIDALIA,LA,NM,665114,565017
8531,20230930,BANK OF COUSHATTA,COUSHATTA,LA,NM,273928,225215
8532,20230930,BANK OF ERATH,ERATH,LA,NM,111902,96209
8533,20230930,TENSAS STATE BANK,NEWELLTON,LA,NM,182275,157807
8534,20230930,ST. LANDRY BANK AND TRUST COMPANY,OPELOUSAS,LA,NM,278891,259823
8535,20230930,FIRST COMMUNITY BANK,LESTER PRAIRIE,MN,NM,84462,77222
8536,20230930,PROGROWTH BANK,NICOLLET,MN,NM,351159,300293
8537,20230930,BANKCHEROKEE,SAINT PAUL,MN,NM,371405,347598
8541,20230930,STATE BANK OF FAIRMONT,FAIRMONT,MN,NM,133469,121378
8544,20230930,UNITED COMMUNITY BANK,PERHAM,MN,NM,324995,305869
8546,20230930,SENTRY BANK,SAINT JOSEPH,MN,NM,308848,261463
8552,20230930,GREAT SOUTHERN BANK,MERIDIAN,MS,SM,358058,318159
8556,20230930,BANK OF MORTON,MORTON,MS,NM,76966,66356
8560,20230930,BANK 21,CARROLLTON,MO,NM,158685,140002
8564,20230930,THE BANK OF GRAIN VALLEY,GRAIN VALLEY,MO,NM,114769,92816
8569,20230930,GOPPERT FINANCIAL BANK,LATHROP,MO,NM,249417,215442
8572,20230930,CITIZENS BANK OF ROGERSVILLE,ROGERSVILLE,MO,NM,122458,107993
8576,20230930,THE MARIES COUNTY BANK,VIENNA,MO,NM,567587,498593
8584,20230930,BANK OF IBERIA,IBERIA,MO,SM,65773,59998
8594,20230930,MONTROSE SAVINGS BANK,MONTROSE,MO,NM,53716,46648
8595,20230930,I3 BANK,BENNINGTON,NE,SM,186305,163863
8604,20230930,FIRST STATE BANK,HORDVILLE,NE,NM,46893,39263
8632,20230930,THE CITIZENS STATE BANK AT MOHALL,MOHALL,ND,NM,69758,57969
8637,20230930,DAKOTA WESTERN BANK,BOWMAN,ND,SM,376859,324993
8640,20230930,THE FARMERS & MERCHANTS BANK OF NORTH DAKOTA,TOLNA,ND,NM,121343,112090
8647,20230930,FARMERS STATE BANK,WEST SALEM,OH,NM,177871,164882
8660,20230930,COMMERCIAL BANK & TRUST CO.,PARIS,TN,NM,1017805,947629
8661,20230930,FARMERS BANK,PARSONS,TN,SM,54804,43846
8663,20230930,FIRSTBANK,NASHVILLE,TN,NM,12469753,10655051
8668,20230930,FARMERS & MERCHANTS BANK,TIMBERVILLE,VA,SM,1280442,1139131
8672,20230930,THE BLUE GRASS VALLEY BANK,BLUE GRASS,VA,NM,59697,52619
8681,20230930,LAMONT BANK OF ST. JOHN,SAINT JOHN,WA,NM,73446,52052
8693,20230930,BLUFF VIEW BANK,GALESVILLE,WI,NM,136432,99627
8695,20230930,BANK OF LAKE MILLS,LAKE MILLS,WI,NM,352812,267086
8698,20230930,THE PORT WASHINGTON STATE BANK,PORT WASHINGTON,WI,NM,898994,799537
8700,20230930,WALDO STATE BANK,WALDO,WI,NM,121890,95156
8714,20230930,UNITY BANK,AUGUSTA,WI,NM,603355,514126
8718,20230930,WYOMING BANK & TRUST,CHEYENNE,WY,SM,323616,275289
8725,20230930,COWBOY STATE BANK,RANCHESTER,WY,SM,46259,41227
8728,20230930,ARVEST BANK,FAYETTEVILLE,AR,SM,27392450,21248959
8730,20230930,GATEWAY BANK,RISON,AR,SM,146777,116915
8735,20230930,MERCHANTS AND FARMERS BANK,DUMAS,AR,SM,247322,210813
8738,20230930,CITIZENS' BANK & TRUST CO.,VAN BUREN,AR,SM,511643,459487
8745,20230930,FIRST STATE BANK OF MIDDLEBURY,MIDDLEBURY,IN,NM,752523,613308
8751,20230930,IOWA STATE SAVINGS BANK,CRESTON,IA,NM,250188,222707
8752,20230930,FIRST TRUST AND SAVINGS BANK,WHEATLAND,IA,NM,244620,197794
8758,20230930,CITIZENS BANK,SAC CITY,IA,NM,65558,58930
8760,20230930,FARMERS STATE BANK,ALGONA,IA,NM,141094,123084
8761,20230930,KERNDT BROTHERS SAVINGS BANK,LANSING,IA,NM,374523,289311
8762,20230930,THE SACRAMENTO DEPOSIT BANK,SACRAMENTO,KY,NM,135968,122673
8772,20230930,SPRINGFIELD STATE BANK,SPRINGFIELD,KY,SM,396436,307657
8774,20230930,THE CECILIAN BANK,CECILIA,KY,NM,1436342,1202079
8775,20230930,BANK OF COLUMBIA,COLUMBIA,KY,NM,190694,172223
8785,20230930,PEOPLES EXCHANGE BANK,WINCHESTER,KY,NM,538993,456009
8798,20230930,COTTONPORT BANK,COTTONPORT,LA,NM,473757,414019
8799,20230930,JACKSON PARISH BANK,JONESBORO,LA,NM,58035,48950
8810,20230930,THE BANK OF DELMARVA,SEAFORD,DE,SM,892349,788745
8811,20230930,HEBRON SAVINGS BANK,HEBRON,MD,NM,741838,652013
8816,20230930,THE QUEENSTOWN BANK OF MARYLAND,QUEENSTOWN,MD,NM,673560,591516
8821,20230930,UNITED FARMERS STATE BANK,ADAMS,MN,NM,184319,161689
8822,20230930,ADRIAN STATE BANK,ADRIAN,MN,NM,59541,49799
8824,20230930,EAGLE BANK,GLENWOOD,MN,NM,220697,188928
8831,20230930,FIRST STATE BANK OF SAUK CENTRE,SAUK CENTRE,MN,NM,137136,121594
8833,20230930,CURRIE STATE BANK,CURRIE,MN,NM,88746,77826
8840,20230930,PEOPLES STATE BANK OF WELLS,WELLS,MN,NM,61031,55443
8842,20230930,GRAND MARAIS STATE BANK,GRAND MARAIS,MN,SM,128705,115299
8843,20230930,AMERICAN HERITAGE NATIONAL BANK,LONG PRAIRIE,MN,N,530759,456214
8845,20230930,FARMERS AND MERCHANTS STATE BANK OF APPLETON,APPLETON,MN,NM,61549,51243
8848,20230930,CENBANK,BUFFALO LAKE,MN,NM,76895,70512
8850,20230930,NORTH SHORE BANK OF COMMERCE,DULUTH,MN,SM,460623,370588
8851,20230930,PARK STATE BANK,DULUTH,MN,NM,1196273,1014481
8853,20230930,GLENWOOD STATE BANK (INCORPORATED),GLENWOOD,MN,NM,536260,441369
8857,20230930,GROVE BANK,GROVE CITY,MN,NM,45521,33424
8858,20230930,STATE BANK OF CHANDLER,CHANDLER,MN,NM,67430,53595
8863,20230930,WOODLAND BANK,DEER RIVER,MN,NM,148512,128581
8865,20230930,HERITAGE BANK MINNESOTA,WEST CONCORD,MN,NM,95387,84928
8866,20230930,"MERCHANTS BANK, NATIONAL ASSOCIATION",WINONA,MN,N,2516940,2150785
8867,20230930,ULTIMA BANK MINNESOTA,WINGER,MN,NM,266047,231152
8870,20230930,BANKFIRST FINANCIAL SERVICES,COLUMBUS,MS,SM,2711242,2357898
8879,20230930,COMMUNITY BANK OF MISSISSIPPI,FLOWOOD,MS,NM,4617032,4263466
8888,20230930,COUNTRY CLUB BANK,KANSAS CITY,MO,SM,2140613,1672001
8889,20230930,MIDWEST REGIONAL BANK,CLAYTON,MO,NM,1004903,872693
8892,20230930,SULLIVAN BANK,SULLIVAN,MO,NM,1054656,943921
8893,20230930,AMERICA'S COMMUNITY BANK,BLUE SPRINGS,MO,NM,43847,38955
8896,20230930,JONESBURG STATE BANK,JONESBURG,MO,NM,130416,119221
8898,20230930,ST. JOHNS BANK AND TRUST COMPANY,SAINT LOUIS,MO,NM,335874,305738
8903,20230930,PEOPLES BANK & TRUST CO.,TROY,MO,SM,728207,643158
8904,20230930,THE NODAWAY VALLEY BANK,MARYVILLE,MO,NM,1336090,1182153
8941,20230930,BANK FORWARD,FARGO,ND,NM,977929,821324
8942,20230930,STOCK GROWERS BANK,FORMAN,ND,NM,317233,279815
8943,20230930,MERCHANTS BANK,RUGBY,ND,NM,234777,196405
8946,20230930,KINDRED STATE BANK,KINDRED,ND,NM,38776,35422
8975,20230930,COMMUNITY BANK,BRISTOW,OK,NM,108374,96983
8980,20230930,SECURITY STATE BANK OF OKLAHOMA,WEWOKA,OK,NM,359765,299874
9005,20230930,FIRST STATE BANK OF ROSCOE,ROSCOE,SD,NM,138391,112738
9007,20230930,HEARTLAND STATE BANK,REDFIELD,SD,NM,148938,117088
9023,20230930,BANK OF CHARLES TOWN,CHARLES TOWN,WV,NM,808630,721474
9024,20230930,"CALHOUN COUNTY BANK, INC.",GRANTSVILLE,WV,NM,182948,164840
9030,20230930,THE HARRISON COUNTY BANK,LOST CREEK,WV,NM,149663,138997
9035,20230930,HEADWATERS STATE BANK,LAND O' LAKES,WI,NM,95993,79078
9036,20230930,SECURITY STATE BANK,IRON RIVER,WI,NM,121037,95885
9037,20230930,MOUND CITY BANK,PLATTEVILLE,WI,NM,460123,401095
9047,20230930,CITIZENS STATE BANK,MONTICELLO,IA,NM,490781,456781
9057,20230930,BANK OF MOUNDVILLE,MOUNDVILLE,AL,NM,119765,108415
9064,20230930,PLANTERS FIRST BANK,CORDELE,GA,NM,412346,383048
9068,20230930,BANK OF DUDLEY,DUDLEY,GA,NM,354234,318801
9069,20230930,FARMERS & MERCHANTS BANK,EATONTON,GA,NM,263486,235842
9070,20230930,FIRST BANK OF PIKE,MOLENA,GA,NM,72947,65945
9079,20230930,THE HARVARD STATE BANK,HARVARD,IL,NM,305805,276841
9080,20230930,HOLCOMB BANK,ROCHELLE,IL,NM,308261,242421
9087,20230930,1ST SOURCE BANK,SOUTH BEND,IN,SM,8521596,6967995
9096,20230930,ATKINS SAVINGS BANK & TRUST,ATKINS,IA,NM,136040,111587
9099,20230930,SOUTH OTTUMWA SAVINGS BANK,OTTUMWA,IA,NM,538101,453951
9100,20230930,PILOT GROVE SAVINGS BANK,PILOT GROVE,IA,NM,835740,747645
9105,20230930,WEST IOWA BANK,WEST BEND,IA,NM,169330,136398
9106,20230930,FARMERS STATE BANK,YALE,IA,NM,63683,54772
9120,20230930,ROLETTE STATE BANK,ROLETTE,ND,NM,46901,38921
9121,20230930,STATE BANK OF BOTTINEAU,BOTTINEAU,ND,NM,103667,88525
9123,20230930,WESTERN STATE BANK,DEVILS LAKE,ND,NM,2072686,1798682
9128,20230930,HARWOOD STATE BANK,HARWOOD,ND,NM,48732,41371
9137,20230930,OSGOOD BANK,OSGOOD,OH,NM,397721,337312
9139,20230930,"THE COMMERCIAL AND SAVINGS BANK OF MILLERSBURG, OHIO",MILLERSBURG,OH,SM,1156221,1018278
9155,20230930,COUNTYBANK,GREENWOOD,SC,NM,710172,582305
9168,20230930,WAYNE COUNTY BANK,WAYNESBORO,TN,NM,455668,395138
9172,20230930,SECURITY BANK AND TRUST COMPANY,PARIS,TN,NM,1165624,1024232
9176,20230930,APEX BANK,CAMDEN,TN,NM,1289393,987904
9179,20230930,UNION BANK & TRUST COMPANY,LIVINGSTON,TN,NM,96087,85244
9189,20230930,BRIGHTON BANK,BRIGHTON,TN,NM,51441,41206
9196,20230930,HOME BANKING COMPANY,SELMER,TN,NM,139923,125006
9204,20230930,CENTRAL BANK,PROVO,UT,NM,1946779,1514459
9244,20230930,GLENNVILLE BANK,GLENNVILLE,GA,NM,380502,345370
9245,20230930,"THE BANK OF LAFAYETTE, GEORGIA",LA FAYETTE,GA,NM,364112,338420
9259,20230930,FARMERS STATE BANK OF HOFFMAN,HOFFMAN,IL,NM,221239,150296
9263,20230930,STILLMAN BANCCORP N.A.,STILLMAN VALLEY,IL,N,568993,505933
9265,20230930,RUSHVILLE STATE BANK,RUSHVILLE,IL,SM,116089,107375
9273,20230930,VILLA GROVE STATE BANK,VILLA GROVE,IL,NM,85205,73362
9274,20230930,THE HILL-DODGE BANKING COMPANY,WARSAW,IL,NM,56894,49595
9288,20230930,FIRST BANK OF BERNE,BERNE,IN,SM,1040260,911957
9295,20230930,FARMERS STATE BANK,LAKE VIEW,IA,SM,35360,30520
9298,20230930,FARMERS & MERCHANTS SAVINGS BANK,MANCHESTER,IA,SM,587110,508082
9299,20230930,RELIANCE STATE BANK,STORY CITY,IA,NM,301862,236895
9300,20230930,READLYN SAVINGS BANK,READLYN,IA,NM,135535,96202
9306,20230930,THE CITIZENS BANK,HICKMAN,KY,NM,191894,161284
9309,20230930,UNITED SOUTHERN BANK,HOPKINSVILLE,KY,SM,315000,259886
9310,20230930,COMMERCIAL BANK,WEST LIBERTY,KY,NM,199973,163731
9313,20230930,"PBK BANK, INC.",STANFORD,KY,NM,150340,132224
9315,20230930,BANK OF MAYSVILLE,MAYSVILLE,KY,NM,157024,133338
9319,20230930,MERCHANTS & FARMERS BANK & TRUST COMPANY,LEESVILLE,LA,NM,468183,406337
9320,20230930,MARION STATE BANK,MARION,LA,NM,219503,193006
9322,20230930,CROSS KEYS BANK,SAINT JOSEPH,LA,NM,571720,480389
9323,20230930,BANK OF WINNFIELD & TRUST COMPANY,WINNFIELD,LA,NM,158119,145037
9325,20230930,JONESBORO STATE BANK,JONESBORO,LA,NM,686333,663719
9326,20230930,WASHINGTON STATE BANK,WASHINGTON,LA,NM,293485,252608
9327,20230930,FARMERS-MERCHANTS BANK & TRUST COMPANY,BREAUX BRIDGE,LA,NM,447661,339405
9328,20230930,PEOPLES BANK,CHATHAM,LA,NM,83747,70933
9330,20230930,FIRST STATE BANK OF LE CENTER,LE CENTER,MN,NM,102469,90029
9332,20230930,BANK OF MAPLE PLAIN,MAPLE PLAIN,MN,NM,93447,80679
9336,20230930,STEARNS BANK UPSALA NATIONAL ASSOCIATION,UPSALA,MN,N,62895,44072
9337,20230930,"CITIZENS STATE BANK OF WAVERLY, INC.",WAVERLY,MN,NM,113249,107570
9340,20230930,"FARMERS & MERCHANTS STATE BANK OF NEW YORK MILLS, INCORPORATED",NEW YORK MILLS,MN,NM,78944,71436
9349,20230930,FIRST STATE BANK OF FOUNTAIN,FOUNTAIN,MN,NM,37767,36282
9351,20230930,STATE BANK OF LAKE PARK,LAKE PARK,MN,NM,42816,40180
9354,20230930,FARMERS STATE BANK OF HOFFMAN,HOFFMAN,MN,NM,33314,31141
9356,20230930,THE COMMERCIAL BANK,DE KALB,MS,NM,228531,215402
9359,20230930,BANK OF COMMERCE,GREENWOOD,MS,NM,822004,743101
9366,20230930,PEOPLES BANK,MENDENHALL,MS,NM,444990,387330
9369,20230930,THE BANK OF ADVANCE,ADVANCE,MO,SM,475012,409109
9378,20230930,F & C BANK,HOLDEN,MO,NM,347222,304398
9385,20230930,"BANK OF BROOKFIELD - PURDIN, NATIONAL ASSOCIATION",BROOKFIELD,MO,N,107571,96213
9388,20230930,THE CORNER STONE BANK,SOUTH WEST CITY,MO,NM,180281,155574
9392,20230930,BANK OF GRANDIN,GRANDIN,MO,NM,210354,179578
9396,20230930,VALLEY NATIONAL BANK,PASSAIC,NJ,N,61185861,50068829
9406,20230930,BANK OF CATTARAUGUS,CATTARAUGUS,NY,SM,34110,31235
9410,20230930,TIOGA STATE BANK NATIONAL ASSOCIATION,SPENCER,NY,N,556387,481766
9417,20230930,GRANT COUNTY STATE BANK,CARSON,ND,NM,40768,34617
9420,20230930,THE UNION BANK,BEULAH,ND,NM,266658,242127
9422,20230930,CITIZENS STATE BANK OF LANKIN,LANKIN,ND,NM,61061,46841
9423,20230930,CHOICE FINANCIAL GROUP,FARGO,ND,NM,5035368,4522854
9437,20230930,FIRST STATE BANK,WINCHESTER,OH,NM,922345,844382
9438,20230930,THE MT. VICTORY STATE BANK,MOUNT VICTORY,OH,NM,21103,19301
9439,20230930,THE PEOPLES SAVINGS BANK,NEW MATAMORAS,OH,NM,65352,59681
9440,20230930,THE PATASKALA BANKING COMPANY,PATASKALA,OH,NM,40085,38142
9443,20230930,HEARTLAND BANK,WHITEHALL,OH,SM,1833963,1594567
9450,20230930,FIRST BANK OF OHIO,TIFFIN,OH,NM,307178,217990
9457,20230930,THE NORTH SIDE BANK AND TRUST COMPANY,CINCINNATI,OH,SM,1012432,837460
9462,20230930,FARMERS & MERCHANTS BANK,MIAMISBURG,OH,NM,283287,242663
9463,20230930,UNIFIED BANK,MARTINS FERRY,OH,NM,812167,639951
9465,20230930,ALVA STATE BANK & TRUST COMPANY,ALVA,OK,NM,467015,386203
9467,20230930,VALOR BANK,EDMOND,OK,NM,228211,197173
9472,20230930,"WELCH STATE BANK OF WELCH, OKLA.",WELCH,OK,NM,398021,343372
9486,20230930,CLACKAMAS COUNTY BANK,SANDY,OR,NM,290356,235046
9489,20230930,PEOPLES BANK,CLIFTON,TN,SM,346028,296824
9499,20230930,THREAD BANK,ROGERSVILLE,TN,NM,609203,531996
9502,20230930,MOVEMENT BANK,DANVILLE,VA,NM,149394,131428
